NGO_name,location,needed_quantity,food_type,contact
Charity_526,Cairo,482,Vegetables,+20-1263774656
Charity_527,Alexandria,438,Dairy,+20-1372191501
Charity_528,Cairo,374,Bakery,+20-1678460869
Charity_529,Alexandria,147,Dairy,+20-1268880832
Charity_530,Cairo,173,Vegetables,+20-1472417418
Charity_531,Cairo,215,Meat,+20-1529240240
Charity_532,Cairo,114,Vegetables,+20-1982078248
Charity_533,Giza,217,Meat,+20-1979237335
Charity_534,Cairo,299,Meat,+20-1492600292
Charity_535,Alexandria,216,Bakery,+20-1635428127
Charity_536,Cairo,461,Bakery,+20-1386445481
Charity_537,Upper Egypt,407,Meat,+20-1393542591
Charity_538,Giza,127,Fruits,+20-1466026739
Charity_539,Mansoura,206,Meat,+20-1184499439
Charity_540,Delta,367,Vegetables,+20-1498718714
Charity_541,Alexandria,488,Meat,+20-1241300031
Charity_542,Alexandria,169,Bakery,+20-1959835682
Charity_543,Cairo,298,Bakery,+20-1180925466
Charity_544,Delta,96,Vegetables,+20-1982933108
Charity_545,Upper Egypt,226,Meat,+20-1475054281
Charity_546,Upper Egypt,430,Vegetables,+20-1883000444
Charity_547,Upper Egypt,208,Bakery,+20-1372653510
Charity_548,Cairo,365,Dairy,+20-1218192329
Charity_549,Alexandria,404,Dairy,+20-1912232510
Charity_550,Alexandria,233,Dairy,+20-1230219625
Charity_551,Mansoura,271,Vegetables,+20-1286484949
Charity_552,Delta,373,Vegetables,+20-1398142837
Charity_553,Mansoura,175,Meat,+20-1941635335
Charity_554,Mansoura,111,Dairy,+20-1244018707
Charity_555,Cairo,393,Bakery,+20-1805591320
Charity_556,Alexandria,416,Dairy,+20-1354956283
Charity_557,Alexandria,117,Meat,+20-1936556320
Charity_558,Cairo,284,Dairy,+20-1178552321
Charity_559,Alexandria,71,Fruits,+20-1265187382
Charity_560,Cairo,210,Bakery,+20-1703847723
Charity_561,Upper Egypt,247,Bakery,+20-1968308911
Charity_562,Alexandria,391,Dairy,+20-1739570485
Charity_563,Mansoura,285,Meat,+20-1428642243
Charity_564,Giza,401,Vegetables,+20-1843813587
Charity_565,Mansoura,62,Bakery,+20-1145132431
Charity_566,Upper Egypt,441,Bakery,+20-1140739923
Charity_567,Cairo,72,Meat,+20-1405511316
Charity_568,Mansoura,425,Meat,+20-1153746317
Charity_569,Upper Egypt,160,Bakery,+20-1259772218
Charity_570,Mansoura,475,Bakery,+20-1663118528
Charity_571,Delta,335,Meat,+20-1677616179
Charity_572,Delta,156,Meat,+20-1401772547
Charity_573,Mansoura,386,Meat,+20-1514328767
Charity_574,Giza,334,Bakery,+20-1222279518
Charity_575,Mansoura,310,Dairy,+20-1859910216
Charity_576,Delta,425,Fruits,+20-1195128140
Charity_577,Delta,468,Fruits,+20-1551469867
Charity_578,Delta,73,Fruits,+20-1773999030
Charity_579,Cairo,388,Bakery,+20-1509964781
Charity_580,Alexandria,254,Bakery,+20-1675850774
Charity_581,Giza,244,Dairy,+20-1289082936
Charity_582,Delta,67,Meat,+20-1614502084
Charity_583,Giza,415,Dairy,+20-1268140443
Charity_584,Cairo,420,Bakery,+20-1220538092
Charity_585,Upper Egypt,392,Fruits,+20-1580422796
Charity_586,Giza,373,Vegetables,+20-1591882626
Charity_587,Giza,230,Dairy,+20-1403565996
Charity_588,Cairo,288,Bakery,+20-1339740916
Charity_589,Upper Egypt,420,Meat,+20-1672806127
Charity_590,Giza,75,Dairy,+20-1748175471
Charity_591,Mansoura,316,Bakery,+20-1727052650
Charity_592,Upper Egypt,341,Fruits,+20-1210853329
Charity_593,Upper Egypt,180,Fruits,+20-1405002393
Charity_594,Delta,330,Vegetables,+20-1542012377
Charity_595,Mansoura,90,Fruits,+20-1516105256
Charity_596,Mansoura,184,Bakery,+20-1137923057
Charity_597,Mansoura,244,Bakery,+20-1653086731
Charity_598,Upper Egypt,263,Dairy,+20-1500048549
Charity_599,Cairo,494,Bakery,+20-1462523469
Charity_600,Mansoura,101,Meat,+20-1556325857
Charity_601,Alexandria,231,Dairy,+20-1148784188
Charity_602,Alexandria,392,Bakery,+20-1954274605
Charity_603,Alexandria,470,Dairy,+20-1322509601
Charity_604,Alexandria,177,Meat,+20-1640930428
Charity_605,Cairo,370,Dairy,+20-1324958653
Charity_606,Delta,125,Meat,+20-1872835526
Charity_607,Cairo,118,Fruits,+20-1668284276
Charity_608,Alexandria,269,Fruits,+20-1914349140
Charity_609,Giza,172,Dairy,+20-1855383659
Charity_610,Mansoura,296,Vegetables,+20-1119787476
Charity_611,Upper Egypt,152,Meat,+20-1506441492
Charity_612,Mansoura,402,Bakery,+20-1616503488
Charity_613,Cairo,353,Vegetables,+20-1546336674
Charity_614,Cairo,240,Fruits,+20-1687880005
Charity_615,Mansoura,394,Vegetables,+20-1113545506
Charity_616,Cairo,123,Fruits,+20-1813808912
Charity_617,Cairo,120,Fruits,+20-1978390084
Charity_618,Alexandria,222,Fruits,+20-1125528300
Charity_619,Upper Egypt,79,Fruits,+20-1417599303
Charity_620,Delta,66,Bakery,+20-1899267436
Charity_621,Upper Egypt,68,Bakery,+20-1729372871
Charity_622,Delta,481,Vegetables,+20-1709915949
Charity_623,Mansoura,255,Dairy,+20-1354371107
Charity_624,Delta,311,Dairy,+20-1245067480
Charity_625,Alexandria,243,Meat,+20-1520614508
Charity_626,Giza,56,Vegetables,+20-1957204592
Charity_627,Alexandria,177,Bakery,+20-1335964428
Charity_628,Upper Egypt,80,Meat,+20-1132114179
Charity_629,Delta,90,Fruits,+20-1339875676
Charity_630,Alexandria,130,Bakery,+20-1429867878
Charity_631,Delta,165,Meat,+20-1627978826
Charity_632,Upper Egypt,415,Fruits,+20-1214199522
Charity_633,Mansoura,340,Bakery,+20-1791294306
Charity_634,Mansoura,210,Fruits,+20-1543790696
Charity_635,Mansoura,128,Bakery,+20-1764857971
Charity_636,Mansoura,404,Vegetables,+20-1485716301
Charity_637,Cairo,317,Bakery,+20-1957326215
Charity_638,Mansoura,130,Vegetables,+20-1461661757
Charity_639,Giza,281,Fruits,+20-1778429144
Charity_640,Mansoura,78,Meat,+20-1278169832
Charity_641,Giza,177,Meat,+20-1239199119
Charity_642,Giza,196,Meat,+20-1499732959
Charity_643,Mansoura,430,Dairy,+20-1584910302
Charity_644,Cairo,144,Fruits,+20-1184624287
Charity_645,Upper Egypt,238,Bakery,+20-1705442225
Charity_646,Upper Egypt,72,Fruits,+20-1209831955
Charity_647,Delta,485,Vegetables,+20-1929146444
Charity_648,Delta,56,Fruits,+20-1174571085
Charity_649,Mansoura,256,Dairy,+20-1146648196
Charity_650,Upper Egypt,327,Meat,+20-1292943702
Charity_651,Giza,346,Vegetables,+20-1623767642
Charity_652,Delta,333,Fruits,+20-1928202966
Charity_653,Alexandria,298,Bakery,+20-1136126550
Charity_654,Delta,335,Dairy,+20-1958625571
Charity_655,Giza,263,Meat,+20-1450453257
Charity_656,Giza,292,Dairy,+20-1756591953
Charity_657,Alexandria,474,Bakery,+20-1970067577
Charity_658,Alexandria,205,Fruits,+20-1266744343
Charity_659,Cairo,124,Vegetables,+20-1958182491
Charity_660,Alexandria,405,Bakery,+20-1260175725
Charity_661,Alexandria,324,Bakery,+20-1998069228
Charity_662,Mansoura,147,Meat,+20-1362332697
Charity_663,Mansoura,170,Dairy,+20-1182473484
Charity_664,Alexandria,237,Meat,+20-1343056235
Charity_665,Cairo,478,Meat,+20-1672318964
Charity_666,Cairo,406,Vegetables,+20-1508300030
Charity_667,Upper Egypt,244,Bakery,+20-1972064462
Charity_668,Cairo,184,Meat,+20-1748843691
Charity_669,Giza,392,Bakery,+20-1538907227
Charity_670,Cairo,246,Meat,+20-1126314492
Charity_671,Alexandria,282,Meat,+20-1638331892
Charity_672,Delta,476,Meat,+20-1992085406
Charity_673,Cairo,467,Bakery,+20-1963543372
Charity_674,Delta,114,Fruits,+20-1506266415
Charity_675,Upper Egypt,396,Bakery,+20-1253560731
Charity_676,Alexandria,421,Dairy,+20-1539382623
Charity_677,Delta,332,Vegetables,+20-1410811784
Charity_678,Cairo,73,Vegetables,+20-1381141727
Charity_679,Cairo,193,Meat,+20-1312605333
Charity_680,Cairo,314,Meat,+20-1219039671
Charity_681,Delta,374,Meat,+20-1435061642
Charity_682,Cairo,225,Meat,+20-1848835684
Charity_683,Upper Egypt,168,Vegetables,+20-1438081409
Charity_684,Upper Egypt,109,Dairy,+20-1730550994
Charity_685,Upper Egypt,51,Fruits,+20-1434813242
Charity_686,Mansoura,69,Bakery,+20-1487790966
Charity_687,Mansoura,50,Bakery,+20-1899766026
Charity_688,Alexandria,455,Meat,+20-1966157627
Charity_689,Mansoura,282,Meat,+20-1417733288
Charity_690,Upper Egypt,468,Bakery,+20-1592601928
Charity_691,Delta,158,Meat,+20-1123387118
Charity_692,Giza,103,Fruits,+20-1969005258
Charity_693,Alexandria,440,Dairy,+20-1391806811
Charity_694,Alexandria,292,Vegetables,+20-1920951326
Charity_695,Giza,284,Fruits,+20-1810164638
Charity_696,Mansoura,357,Fruits,+20-1948856783
Charity_697,Cairo,282,Fruits,+20-1129336116
Charity_698,Giza,159,Dairy,+20-1385104918
Charity_699,Alexandria,366,Bakery,+20-1758672817
Charity_700,Delta,280,Meat,+20-1748828476
Charity_701,Giza,176,Bakery,+20-1214399266
Charity_702,Upper Egypt,167,Dairy,+20-1902937649
Charity_703,Delta,197,Meat,+20-1299524991
Charity_704,Upper Egypt,257,Fruits,+20-1176029916
Charity_705,Cairo,476,Dairy,+20-1118169192
Charity_706,Giza,135,Dairy,+20-1915053296
Charity_707,Mansoura,229,Vegetables,+20-1170187957
Charity_708,Upper Egypt,380,Bakery,+20-1148826562
Charity_709,Alexandria,300,Dairy,+20-1359239811
Charity_710,Cairo,400,Meat,+20-1187203073
Charity_711,Cairo,323,Bakery,+20-1535988990
Charity_712,Upper Egypt,220,Fruits,+20-1537016895
Charity_713,Cairo,134,Fruits,+20-1342514695
Charity_714,Mansoura,69,Dairy,+20-1409903820
Charity_715,Cairo,81,Fruits,+20-1573318637
Charity_716,Alexandria,316,Dairy,+20-1598086439
Charity_717,Delta,203,Bakery,+20-1506487543
Charity_718,Upper Egypt,375,Bakery,+20-1976504659
Charity_719,Delta,352,Fruits,+20-1646282887
Charity_720,Alexandria,314,Meat,+20-1601756431
Charity_721,Cairo,382,Vegetables,+20-1535174145
Charity_722,Cairo,62,Meat,+20-1589620796
Charity_723,Mansoura,52,Meat,+20-1577295191
Charity_724,Mansoura,441,Vegetables,+20-1802057639
Charity_725,Mansoura,210,Bakery,+20-1432798029
Charity_726,Delta,151,Vegetables,+20-1976037270
Charity_727,Cairo,277,Bakery,+20-1210878255
Charity_728,Cairo,87,Dairy,+20-1214479227
Charity_729,Delta,410,Dairy,+20-1993511454
Charity_730,Cairo,68,Fruits,+20-1761518815
Charity_731,Cairo,137,Meat,+20-1387815984
Charity_732,Alexandria,200,Meat,+20-1969895920
Charity_733,Alexandria,221,Bakery,+20-1554057568
Charity_734,Mansoura,193,Vegetables,+20-1349496920
Charity_735,Giza,390,Bakery,+20-1425384653
Charity_736,Upper Egypt,339,Dairy,+20-1853047008
Charity_737,Alexandria,241,Vegetables,+20-1345684788
Charity_738,Delta,105,Dairy,+20-1933390007
Charity_739,Upper Egypt,63,Vegetables,+20-1880495122
Charity_740,Giza,234,Vegetables,+20-1101355379
Charity_741,Cairo,209,Bakery,+20-1845962571
Charity_742,Delta,348,Vegetables,+20-1513097268
Charity_743,Upper Egypt,256,Fruits,+20-1330255706
Charity_744,Upper Egypt,247,Meat,+20-1894245956
Charity_745,Delta,294,Dairy,+20-1352713768
Charity_746,Cairo,282,Vegetables,+20-1709804832
Charity_747,Alexandria,440,Dairy,+20-1845682121
Charity_748,Giza,189,Bakery,+20-1631834991
Charity_749,Upper Egypt,420,Vegetables,+20-1310535131
Charity_750,Upper Egypt,465,Bakery,+20-1983349385
Charity_751,Alexandria,483,Bakery,+20-1503851259
Charity_752,Alexandria,388,Vegetables,+20-1997211782
Charity_753,Delta,128,Dairy,+20-1807438097
Charity_754,Mansoura,333,Dairy,+20-1812729887
Charity_755,Cairo,183,Meat,+20-1359229220
Charity_756,Alexandria,345,Vegetables,+20-1949362954
Charity_757,Cairo,441,Dairy,+20-1753863724
Charity_758,Mansoura,275,Meat,+20-1562161128
Charity_759,Cairo,237,Fruits,+20-1700452586
Charity_760,Upper Egypt,101,Dairy,+20-1345882044
Charity_761,Alexandria,286,Bakery,+20-1234534905
Charity_762,Cairo,500,Meat,+20-1517235860
Charity_763,Giza,223,Meat,+20-1522196864
Charity_764,Upper Egypt,465,Bakery,+20-1698387973
Charity_765,Delta,146,Fruits,+20-1905430244
Charity_766,Alexandria,251,Fruits,+20-1530188347
Charity_767,Giza,469,Bakery,+20-1674575107
Charity_768,Upper Egypt,355,Dairy,+20-1116724094
Charity_769,Cairo,201,Fruits,+20-1487211937
Charity_770,Mansoura,52,Vegetables,+20-1743493239
Charity_771,Upper Egypt,171,Fruits,+20-1810185724
Charity_772,Giza,293,Meat,+20-1877709698
Charity_773,Delta,252,Dairy,+20-1902475071
Charity_774,Delta,127,Fruits,+20-1445910463
Charity_775,Giza,359,Meat,+20-1453547833
Charity_776,Cairo,368,Vegetables,+20-1518147424
Charity_777,Cairo,53,Meat,+20-1815980906
Charity_778,Cairo,451,Meat,+20-1816424534
Charity_779,Upper Egypt,78,Meat,+20-1978295327
Charity_780,Alexandria,267,Meat,+20-1545901527
Charity_781,Cairo,483,Bakery,+20-1593570246
Charity_782,Giza,337,Fruits,+20-1945873732
Charity_783,Alexandria,444,Bakery,+20-1773020773
Charity_784,Delta,91,Vegetables,+20-1194188663
Charity_785,Giza,50,Meat,+20-1822183660
Charity_786,Upper Egypt,334,Bakery,+20-1250250467
Charity_787,Upper Egypt,441,Vegetables,+20-1670002069
Charity_788,Alexandria,390,Dairy,+20-1993576614
Charity_789,Delta,369,Meat,+20-1920512735
Charity_790,Upper Egypt,401,Bakery,+20-1534735527
Charity_791,Mansoura,115,Vegetables,+20-1823544998
Charity_792,Giza,87,Meat,+20-1383141489
Charity_793,Upper Egypt,184,Bakery,+20-1234076996
Charity_794,Mansoura,396,Dairy,+20-1774414062
Charity_795,Giza,371,Dairy,+20-1489554188
Charity_796,Alexandria,421,Dairy,+20-1175384500
Charity_797,Delta,120,Vegetables,+20-1177117953
Charity_798,Delta,330,Vegetables,+20-1250011536
Charity_799,Cairo,260,Vegetables,+20-1906007418
Charity_800,Cairo,319,Dairy,+20-1982559290
Charity_801,Alexandria,112,Dairy,+20-1512753325
Charity_802,Cairo,376,Vegetables,+20-1989562867
Charity_803,Cairo,129,Vegetables,+20-1543949290
Charity_804,Alexandria,441,Meat,+20-1841180257
Charity_805,Upper Egypt,273,Bakery,+20-1356340650
Charity_806,Mansoura,309,Vegetables,+20-1440230297
Charity_807,Upper Egypt,362,Bakery,+20-1170993244
Charity_808,Mansoura,483,Dairy,+20-1566589584
Charity_809,Alexandria,57,Vegetables,+20-1258207194
Charity_810,Giza,450,Bakery,+20-1815568561
Charity_811,Cairo,415,Bakery,+20-1888311889
Charity_812,Giza,387,Vegetables,+20-1468604197
Charity_813,Giza,453,Bakery,+20-1260186149
Charity_814,Upper Egypt,462,Dairy,+20-1964408627
Charity_815,Mansoura,102,Vegetables,+20-1508595597
Charity_816,Delta,173,Dairy,+20-1726177624
Charity_817,Alexandria,359,Bakery,+20-1709531524
Charity_818,Alexandria,482,Vegetables,+20-1300252933
Charity_819,Alexandria,144,Bakery,+20-1545038393
Charity_820,Alexandria,182,Fruits,+20-1834218365
Charity_821,Delta,192,Vegetables,+20-1960534077
Charity_822,Upper Egypt,372,Dairy,+20-1923285016
Charity_823,Upper Egypt,423,Bakery,+20-1567084419
Charity_824,Delta,107,Meat,+20-1179870836
Charity_825,Alexandria,450,Vegetables,+20-1337067647
Charity_826,Cairo,268,Fruits,+20-1126100708
Charity_827,Delta,412,Bakery,+20-1126330091
Charity_828,Alexandria,337,Dairy,+20-1614217966
Charity_829,Cairo,480,Fruits,+20-1440659652
Charity_830,Upper Egypt,228,Bakery,+20-1824576278
Charity_831,Upper Egypt,450,Meat,+20-1927772720
Charity_832,Upper Egypt,248,Vegetables,+20-1937517273
Charity_833,Mansoura,321,Dairy,+20-1754713900
Charity_834,Cairo,137,Fruits,+20-1719685716
Charity_835,Cairo,402,Vegetables,+20-1116977346
Charity_836,Upper Egypt,423,Fruits,+20-1518945592
Charity_837,Giza,289,Vegetables,+20-1224800844
Charity_838,Mansoura,141,Dairy,+20-1524417704
Charity_839,Upper Egypt,61,Vegetables,+20-1256502391
Charity_840,Giza,215,Bakery,+20-1418854850
Charity_841,Cairo,324,Meat,+20-1288129328
Charity_842,Delta,213,Fruits,+20-1806408246
Charity_843,Delta,351,Bakery,+20-1625817673
Charity_844,Mansoura,444,Vegetables,+20-1874687467
Charity_845,Mansoura,457,Bakery,+20-1309986710
Charity_846,Delta,475,Fruits,+20-1624914563
Charity_847,Delta,211,Fruits,+20-1172421770
Charity_848,Delta,379,Vegetables,+20-1373649419
Charity_849,Upper Egypt,281,Fruits,+20-1832495547
Charity_850,Cairo,87,Meat,+20-1614842322
Charity_851,Upper Egypt,160,Dairy,+20-1589679540
Charity_852,Cairo,161,Bakery,+20-1557088161
Charity_853,Giza,231,Dairy,+20-1801084706
Charity_854,Mansoura,491,Dairy,+20-1211747485
Charity_855,Cairo,132,Fruits,+20-1696582757
Charity_856,Alexandria,423,Vegetables,+20-1320424480
Charity_857,Giza,65,Meat,+20-1683085262
Charity_858,Cairo,235,Dairy,+20-1367624478
Charity_859,Cairo,430,Bakery,+20-1851002240
Charity_860,Giza,345,Vegetables,+20-1774609027
Charity_861,Alexandria,376,Bakery,+20-1249588757
Charity_862,Delta,288,Vegetables,+20-1283914316
Charity_863,Cairo,70,Dairy,+20-1833314026
Charity_864,Upper Egypt,317,Bakery,+20-1317671940
Charity_865,Cairo,137,Dairy,+20-1346453529
Charity_866,Upper Egypt,268,Fruits,+20-1918724586
Charity_867,Alexandria,328,Fruits,+20-1260358936
Charity_868,Giza,51,Dairy,+20-1243596143
Charity_869,Cairo,82,Bakery,+20-1582313142
Charity_870,Cairo,331,Fruits,+20-1247882962
Charity_871,Delta,290,Fruits,+20-1990780975
Charity_872,Upper Egypt,85,Dairy,+20-1832161353
Charity_873,Upper Egypt,132,Dairy,+20-1758281046
Charity_874,Upper Egypt,270,Vegetables,+20-1775631259
Charity_875,Mansoura,217,Meat,+20-1268588373
Charity_876,Delta,424,Fruits,+20-1479548891
Charity_877,Alexandria,96,Meat,+20-1119671355
Charity_878,Alexandria,91,Meat,+20-1651116857
Charity_879,Cairo,366,Fruits,+20-1839416834
Charity_880,Delta,443,Fruits,+20-1862362383
Charity_881,Giza,115,Dairy,+20-1285669527
Charity_882,Giza,403,Meat,+20-1113813584
Charity_883,Giza,264,Meat,+20-1585113126
Charity_884,Giza,116,Vegetables,+20-1446001274
Charity_885,Cairo,128,Bakery,+20-1347941792
Charity_886,Cairo,411,Vegetables,+20-1819047911
Charity_887,Alexandria,399,Vegetables,+20-1979689710
Charity_888,Upper Egypt,190,Vegetables,+20-1590589031
Charity_889,Alexandria,463,Vegetables,+20-1716666731
Charity_890,Cairo,272,Bakery,+20-1251983656
Charity_891,Delta,65,Bakery,+20-1220105773
Charity_892,Mansoura,413,Dairy,+20-1337418852
Charity_893,Cairo,266,Dairy,+20-1757362259
Charity_894,Mansoura,478,Bakery,+20-1605995936
Charity_895,Upper Egypt,396,Fruits,+20-1109931839
Charity_896,Giza,155,Meat,+20-1372987211
Charity_897,Alexandria,192,Fruits,+20-1169017556
Charity_898,Cairo,249,Meat,+20-1568037732
Charity_899,Mansoura,185,Bakery,+20-1598546675
Charity_900,Cairo,65,Bakery,+20-1408587274
Charity_901,Alexandria,453,Fruits,+20-1693048052
Charity_902,Cairo,101,Fruits,+20-1882616250
Charity_903,Upper Egypt,98,Dairy,+20-1537245699
Charity_904,Alexandria,123,Bakery,+20-1543320252
Charity_905,Upper Egypt,137,Bakery,+20-1103857880
Charity_906,Delta,116,Fruits,+20-1202963941
Charity_907,Cairo,233,Meat,+20-1441290051
Charity_908,Cairo,384,Bakery,+20-1965493516
Charity_909,Mansoura,365,Bakery,+20-1857072989
Charity_910,Mansoura,100,Vegetables,+20-1231178008
Charity_911,Alexandria,478,Vegetables,+20-1860583176
Charity_912,Alexandria,240,Vegetables,+20-1849612343
Charity_913,Giza,406,Vegetables,+20-1242978518
Charity_914,Upper Egypt,456,Bakery,+20-1151533382
Charity_915,Alexandria,307,Bakery,+20-1307346560
Charity_916,Mansoura,381,Dairy,+20-1782857949
Charity_917,Alexandria,170,Fruits,+20-1390998275
Charity_918,Upper Egypt,79,Fruits,+20-1633589559
Charity_919,Mansoura,139,Fruits,+20-1901174635
Charity_920,Upper Egypt,151,Bakery,+20-1490984192
Charity_921,Cairo,445,Meat,+20-1193350704
Charity_922,Cairo,218,Vegetables,+20-1977323687
Charity_923,Alexandria,213,Bakery,+20-1836397010
Charity_924,Mansoura,477,Vegetables,+20-1597149811
Charity_925,Mansoura,410,Bakery,+20-1692880813
Charity_926,Delta,140,Dairy,+20-1143354299
Charity_927,Giza,92,Dairy,+20-1396739691
Charity_928,Delta,350,Meat,+20-1355507439
Charity_929,Cairo,180,Fruits,+20-1961507786
Charity_930,Delta,458,Bakery,+20-1107508747
Charity_931,Upper Egypt,438,Bakery,+20-1605611981
Charity_932,Cairo,478,Bakery,+20-1563605672
Charity_933,Cairo,459,Fruits,+20-1987788318
Charity_934,Giza,141,Bakery,+20-1336422165
Charity_935,Alexandria,409,Fruits,+20-1843175867
Charity_936,Alexandria,388,Fruits,+20-1740226364
Charity_937,Giza,73,Fruits,+20-1890759554
Charity_938,Alexandria,338,Dairy,+20-1575618953
Charity_939,Alexandria,277,Dairy,+20-1743798814
Charity_940,Delta,486,Meat,+20-1214863278
Charity_941,Upper Egypt,146,Dairy,+20-1736099923
Charity_942,Delta,164,Meat,+20-1860897688
Charity_943,Alexandria,438,Fruits,+20-1602227590
Charity_944,Mansoura,123,Dairy,+20-1368557996
Charity_945,Alexandria,442,Meat,+20-1194234956
Charity_946,Mansoura,50,Bakery,+20-1712018971
Charity_947,Alexandria,321,Bakery,+20-1599026682
Charity_948,Cairo,458,Meat,+20-1474339197
Charity_949,Upper Egypt,135,Vegetables,+20-1224860827
Charity_950,Giza,153,Dairy,+20-1861626451
Charity_951,Delta,354,Dairy,+20-1165270507
Charity_952,Cairo,313,Vegetables,+20-1392374097
Charity_953,Mansoura,271,Meat,+20-1239484115
Charity_954,Upper Egypt,309,Bakery,+20-1654281693
Charity_955,Delta,366,Vegetables,+20-1107551049
Charity_956,Upper Egypt,303,Fruits,+20-1519205858
Charity_957,Cairo,429,Meat,+20-1902837921
Charity_958,Giza,424,Bakery,+20-1748859977
Charity_959,Upper Egypt,295,Bakery,+20-1738225757
Charity_960,Giza,288,Meat,+20-1780109353
Charity_961,Alexandria,406,Dairy,+20-1152225319
Charity_962,Giza,158,Bakery,+20-1826664403
Charity_963,Mansoura,433,Bakery,+20-1657324572
Charity_964,Upper Egypt,230,Vegetables,+20-1651220413
Charity_965,Alexandria,425,Bakery,+20-1760103807
Charity_966,Delta,253,Bakery,+20-1800037935
Charity_967,Cairo,329,Fruits,+20-1933161731
Charity_968,Giza,344,Dairy,+20-1525122007
Charity_969,Upper Egypt,174,Meat,+20-1864251060
Charity_970,Delta,54,Meat,+20-1604942089
Charity_971,Giza,304,Bakery,+20-1405551653
Charity_972,Delta,348,Bakery,+20-1940692477
Charity_973,Upper Egypt,384,Fruits,+20-1939487638
Charity_974,Alexandria,210,Dairy,+20-1834429782
Charity_975,Upper Egypt,387,Fruits,+20-1958962208
Charity_976,Alexandria,191,Meat,+20-1146401617
Charity_977,Mansoura,256,Bakery,+20-1989422181
Charity_978,Giza,430,Dairy,+20-1245425147
Charity_979,Mansoura,377,Fruits,+20-1405811598
Charity_980,Upper Egypt,168,Fruits,+20-1925269638
Charity_981,Mansoura,475,Fruits,+20-1709933751
Charity_982,Cairo,402,Dairy,+20-1133278013
Charity_983,Upper Egypt,182,Vegetables,+20-1466019861
Charity_984,Delta,383,Bakery,+20-1324731976
Charity_985,Delta,314,Fruits,+20-1772886791
Charity_986,Upper Egypt,413,Bakery,+20-1895398019
Charity_987,Cairo,286,Bakery,+20-1855960167
Charity_988,Delta,269,Fruits,+20-1643615681
Charity_989,Alexandria,280,Bakery,+20-1912100892
Charity_990,Giza,394,Dairy,+20-1454190560
Charity_991,Mansoura,390,Bakery,+20-1177355969
Charity_992,Mansoura,294,Bakery,+20-1432247966
Charity_993,Giza,206,Meat,+20-1624851130
Charity_994,Upper Egypt,157,Meat,+20-1575513846
Charity_995,Upper Egypt,393,Meat,+20-1965833550
Charity_996,Upper Egypt,480,Dairy,+20-1600032687
Charity_997,Mansoura,98,Vegetables,+20-1439627700
Charity_998,Upper Egypt,63,Meat,+20-1628205318
Charity_999,Delta,323,Vegetables,+20-1516508961
Charity_1000,Delta,130,Vegetables,+20-1304813417
Charity_1001,Giza,416,Bakery,+20-1445258294
Charity_1002,Alexandria,56,Vegetables,+20-1303034274
Charity_1003,Mansoura,347,Bakery,+20-1748555923
Charity_1004,Alexandria,116,Bakery,+20-1457588944
Charity_1005,Upper Egypt,442,Meat,+20-1881732811
Charity_1006,Giza,164,Meat,+20-1921390264
Charity_1007,Giza,470,Dairy,+20-1438294185
Charity_1008,Giza,131,Dairy,+20-1355435539
Charity_1009,Alexandria,405,Fruits,+20-1968509000
Charity_1010,Cairo,195,Bakery,+20-1583710292
Charity_1011,Giza,184,Bakery,+20-1840851713
Charity_1012,Cairo,146,Vegetables,+20-1237394847
Charity_1013,Giza,187,Dairy,+20-1623233169
Charity_1014,Cairo,199,Dairy,+20-1950629699
Charity_1015,Delta,218,Meat,+20-1728310830
Charity_1016,Giza,413,Fruits,+20-1437115542
Charity_1017,Alexandria,226,Dairy,+20-1144991551
Charity_1018,Giza,68,Meat,+20-1541386565
Charity_1019,Cairo,290,Fruits,+20-1179073471
Charity_1020,Giza,264,Fruits,+20-1385045116
Charity_1021,Alexandria,338,Fruits,+20-1958264042
Charity_1022,Mansoura,459,Dairy,+20-1219353997
Charity_1023,Giza,105,Bakery,+20-1705288080
Charity_1024,Giza,389,Bakery,+20-1200119756
Charity_1025,Upper Egypt,125,Dairy,+20-1826924077
Charity_1026,Upper Egypt,436,Meat,+20-1549335146
Charity_1027,Alexandria,65,Dairy,+20-1889138945
Charity_1028,Mansoura,102,Vegetables,+20-1281311983
Charity_1029,Giza,327,Vegetables,+20-1804605755
Charity_1030,Upper Egypt,373,Meat,+20-1491569744
Charity_1031,Mansoura,201,Fruits,+20-1550162323
Charity_1032,Delta,405,Fruits,+20-1366644863
Charity_1033,Upper Egypt,52,Fruits,+20-1498335005
Charity_1034,Alexandria,215,Fruits,+20-1723449205
Charity_1035,Alexandria,76,Vegetables,+20-1537968479
Charity_1036,Giza,411,Fruits,+20-1560317312
Charity_1037,Cairo,305,Dairy,+20-1623222117
Charity_1038,Delta,360,Fruits,+20-1952105962
Charity_1039,Giza,168,Vegetables,+20-1624156335
Charity_1040,Mansoura,489,Vegetables,+20-1719074820
Charity_1041,Upper Egypt,357,Meat,+20-1382236203
Charity_1042,Upper Egypt,471,Dairy,+20-1137973579
Charity_1043,Cairo,316,Vegetables,+20-1845478462
Charity_1044,Upper Egypt,472,Vegetables,+20-1529826789
Charity_1045,Delta,243,Vegetables,+20-1555361948
Charity_1046,Delta,58,Vegetables,+20-1836213139
Charity_1047,Giza,126,Meat,+20-1705841406
Charity_1048,Mansoura,241,Fruits,+20-1826423485
Charity_1049,Cairo,255,Meat,+20-1591678787
